Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
skincare,SKU18457,38.97844430654493,80,511,8878.52317841055,Unknown,35,1,57,7,Carrier C,9.875536487889075,Supplier 3,Kolkata,8,827,27,9.041170881044764,Pending,3.325710071641188,Road,Route C,103.91624796070496
skincare,SKU18458,37.85681234598129,1,232,4835.9606486504235,Unknown,0,11,50,5,Carrier B,5.131525940598383,Supplier 5,Delhi,4,680,19,40.130118205838876,Pending,1.8415821949525633,Road,Route A,465.70470966525045
haircare,SKU18459,1.6999760138659377,1,450,4381.293275016885,Unknown,83,19,19,8,Carrier C,6.380050680649225,Supplier 5,Mumbai,11,906,1,40.009803670586145,Pending,2.123270573894959,Road,Route B,435.6755004740962
haircare,SKU18460,37.37100310439259,35,199,2220.0773644123187,Female,85,14,15,8,Carrier C,8.745719953924894,Supplier 3,Mumbai,14,231,3,4.931091690296071,Pending,4.62004393857692,Sea,Route A,421.3905682888089
haircare,SKU18461,99.1713286386242,1,996,2949.116776799716,Non-binary,59,14,65,7,Carrier C,3.766912857911038,Supplier 1,Delhi,24,505,8,82.98708648868634,Pending,3.8896288235831147,Sea,Route B,196.30436775520855
skincare,SKU18462,62.48237007042924,2,782,4904.6517660586405,Male,30,17,16,8,Carrier B,7.042161336420304,Supplier 4,Bangalore,11,229,13,56.52821219590318,Pass,4.860314055956435,Air,Route A,277.9232348151424
cosmetics,SKU18463,10.225671346568532,73,753,3298.1226250845343,Unknown,94,25,64,5,Carrier A,2.9046216091202446,Supplier 2,Kolkata,10,985,13,51.68251103709778,Pending,1.4987006451868918,Air,Route A,907.6653188608586
skincare,SKU18464,1.6999760138659377,51,553,5968.241873706995,Non-binary,57,18,36,1,Carrier A,5.812213678071716,Supplier 5,Delhi,30,306,1,74.41594890678296,Fail,0.9800890872008841,Rail,Route A,972.3888417428414
skincare,SKU18465,20.229665352113624,31,586,4904.966789051465,Non-binary,92,9,13,3,Carrier C,3.2412413907649733,Supplier 3,Delhi,29,985,5,54.93488636834974,Pending,0.859493725733331,Road,Route A,997.4134501331946
cosmetics,SKU18466,32.775649924097785,35,796,2677.984985325345,Unknown,12,5,27,5,Carrier B,1.0134865660958965,Supplier 4,Bangalore,11,278,11,26.244744544902137,Pending,2.320466521333655,Sea,Route B,540.435231306264
skincare,SKU18467,95.74306151835876,50,577,8463.628865290852,Female,88,16,51,10,Carrier B,6.325701525663387,Supplier 5,Bangalore,14,669,11,1.0850685695870688,Pending,2.7827809170876425,Air,Route B,771.8560441614027
haircare,SKU18468,36.488713916244095,33,8,3210.831052218675,Female,16,16,47,8,Carrier A,4.769150814093985,Supplier 5,Chennai,26,333,14,79.50566506068138,Fail,0.3843803335678482,Road,Route A,411.02961205144976
haircare,SKU18469,36.81766926666384,56,921,5501.465580101781,Non-binary,25,21,50,6,Carrier B,4.992250259532948,Supplier 5,Kolkata,19,198,12,20.400409879290695,Pending,1.8688568488276418,Sea,Route C,444.6353255491228
skincare,SKU18470,37.134091275307796,60,541,9609.720803443684,Non-binary,8,27,63,1,Carrier B,3.4983100780860203,Supplier 1,Delhi,9,784,12,36.996900577963586,Pending,1.7440754741825584,Rail,Route A,644.4794946517237
cosmetics,SKU18471,6.271316076974578,15,797,8549.622564184574,Unknown,49,22,65,6,Carrier B,9.014030636483259,Supplier 1,Bangalore,6,266,17,1.0850685695870688,Pending,2.877962733875149,Rail,Route B,679.6909004670863
cosmetics,SKU18472,70.21544637066542,50,901,5690.37142590585,Male,84,7,17,9,Carrier A,2.8899065917819615,Supplier 5,Chennai,19,771,7,27.124549616074876,Pending,3.86362512829066,Rail,Route C,475.6145274526176
cosmetics,SKU18473,15.999881019496861,64,113,3954.7011368096364,Non-binary,85,20,1,10,Carrier B,8.049438206825858,Supplier 1,Chennai,10,447,11,20.487724985491,Fail,3.3585387742413193,Road,Route B,309.29508757994074
cosmetics,SKU18474,9.704495946632967,64,672,2601.1361730255126,Non-binary,41,17,26,1,Carrier C,2.300516886304443,Supplier 1,Kolkata,11,985,12,31.549112510379306,Fail,2.423300761558378,Road,Route A,621.4626686222274
skincare,SKU18475,1.6999760138659377,100,925,2051.0789665192506,Non-binary,59,7,38,6,Carrier B,1.0134865660958965,Supplier 3,Chennai,25,535,18,32.99575511860304,Pass,2.992099555365179,Rail,Route B,839.7849197736771
skincare,SKU18476,20.853348866785108,71,27,4191.3286568769945,Male,38,1,50,8,Carrier B,3.2388560779562354,Supplier 3,Delhi,23,613,18,72.07699268345485,Fail,2.1180298938293705,Rail,Route B,752.6477836051591
skincare,SKU18477,71.4921495642604,1,444,9350.816617649001,Male,38,14,43,6,Carrier A,4.917350456948596,Supplier 1,Delhi,18,646,5,46.23665477648027,Fail,4.056174184388276,Road,Route A,607.5230673118253
cosmetics,SKU18478,8.01123912359214,65,426,5648.956431835826,Unknown,88,29,68,3,Carrier A,2.8047932240461435,Supplier 3,Bangalore,10,385,16,17.471853967137086,Pending,3.1514134142659547,Rail,Route A,506.7241285917546
cosmetics,SKU18479,59.77381156495217,45,8,8736.151794893794,Unknown,47,9,96,6,Carrier B,5.8208437329649945,Supplier 1,Mumbai,26,104,3,21.099767834893903,Pending,3.3656568523949115,Road,Route A,320.5453644561263
haircare,SKU18480,51.674869785583134,100,578,4695.657262990544,Female,39,25,72,6,Carrier B,9.92981624527726,Supplier 5,Chennai,9,572,15,9.970980382073371,Pending,3.3998643211917168,Air,Route C,594.4683972976081
cosmetics,SKU18481,60.838116620708035,59,111,3163.483174565047,Non-binary,84,5,16,6,Carrier C,6.579829360876618,Supplier 1,Mumbai,15,431,1,63.85852891483627,Fail,1.8349806129091493,Rail,Route A,516.9578281374046
haircare,SKU18482,45.893731503239366,2,582,4510.776811472758,Unknown,20,13,46,4,Carrier B,2.952541527975152,Supplier 4,Bangalore,22,238,19,34.54060974862477,Pending,3.447736980073247,Road,Route C,112.60225123309351
skincare,SKU18483,14.030427121857585,18,610,8736.270965312364,Male,8,16,94,7,Carrier C,9.92981624527726,Supplier 3,Bangalore,14,715,8,65.50708432773025,Pending,2.788518981970956,Sea,Route A,426.15627743212036
cosmetics,SKU18484,87.3088804045115,51,774,4711.168971949799,Female,60,12,56,7,Carrier C,7.246628513981809,Supplier 2,Bangalore,14,670,4,14.837922688502772,Fail,4.939255288620948,Road,Route C,103.91624796070496
haircare,SKU18485,90.09655981529828,98,569,6416.976666157289,Female,0,15,65,2,Carrier B,9.92981624527726,Supplier 1,Kolkata,16,346,18,83.75268279682828,Pending,2.4482253477627873,Air,Route A,997.4134501331946
cosmetics,SKU18486,25.600959967729604,88,560,9805.050886621068,Non-binary,49,24,30,9,Carrier C,7.505726297556121,Supplier 5,Delhi,17,669,6,63.03700722263817,Fail,2.3556041167681756,Air,Route A,468.26890101952085
cosmetics,SKU18487,99.1713286386242,38,288,6456.80042123262,Unknown,83,22,61,3,Carrier A,5.5653160722537836,Supplier 1,Kolkata,27,311,9,68.31697784276628,Fail,2.7797001884115873,Road,Route C,724.9993123018044
haircare,SKU18488,73.28750775787117,21,190,1061.618523013288,Non-binary,44,19,64,8,Carrier C,7.001254987774107,Supplier 1,Kolkata,12,304,19,58.29921406085625,Pending,2.3667481419114944,Rail,Route A,644.6921171889459
haircare,SKU18489,58.743887749184175,67,365,5183.926977077446,Non-binary,78,20,53,7,Carrier B,5.800689043211625,Supplier 3,Mumbai,22,483,4,99.46610860359912,Pass,2.8654991128516927,Air,Route B,752.0764293685013
skincare,SKU18490,78.94255463851373,55,926,1061.618523013288,Unknown,16,30,37,5,Carrier B,3.019114226380269,Supplier 1,Bangalore,25,372,20,1.0850685695870688,Pending,1.984035545302721,Sea,Route A,678.0516323559019
haircare,SKU18491,47.08534551868033,67,780,4829.19589522463,Female,0,8,29,3,Carrier A,6.136556336536242,Supplier 2,Mumbai,24,245,16,60.08012401765119,Fail,1.0241074098364638,Road,Route B,308.2277566013571
skincare,SKU18492,80.5102328838849,88,8,9866.465457979695,Female,48,13,2,8,Carrier B,3.6597742017909596,Supplier 5,Delhi,11,301,9,71.45005017524782,Pass,0.0186075676310149,Road,Route B,556.3950153321698
haircare,SKU18493,11.550909779310523,39,306,3999.6776097733155,Male,48,30,70,5,Carrier C,7.467655335134919,Supplier 2,Kolkata,11,383,15,66.85417324664462,Pending,3.5623353135991476,Air,Route B,982.3306987565334
cosmetics,SKU18494,25.73361761845639,83,552,1695.9439139803949,Male,43,1,29,6,Carrier B,6.2187990965815585,Supplier 2,Chennai,30,768,7,99.46610860359912,Pending,4.441629074179234,Sea,Route B,347.996078247014
haircare,SKU18495,63.50443329420641,54,522,5964.461619021521,Female,9,7,3,6,Carrier B,7.566617699673547,Supplier 3,Kolkata,22,713,20,70.36675703467519,Fail,3.954742190101994,Rail,Route A,771.2308268301613
skincare,SKU18496,77.13224718504465,58,298,6667.758897625314,Male,29,12,56,6,Carrier B,7.4882581567413125,Supplier 4,Chennai,30,340,9,1.0850685695870688,Fail,1.4200411766224401,Rail,Route A,624.7725982211356
haircare,SKU18497,29.09670397139131,1,365,4240.795554561822,Female,28,21,80,10,Carrier B,5.548995324494479,Supplier 5,Delhi,13,912,12,1.0850685695870688,Fail,1.101152086974849,Road,Route B,265.0077567528931
skincare,SKU18498,75.76952038093503,65,798,4040.5028982747485,Unknown,32,10,39,6,Carrier B,4.6330565335146705,Supplier 2,Kolkata,1,985,1,63.66251912476926,Pass,0.9570540851931204,Sea,Route A,738.3653348031921
cosmetics,SKU18499,49.779583829874845,98,220,7101.795537239732,Unknown,70,29,53,1,Carrier B,1.1100630115001078,Supplier 1,Chennai,21,886,1,89.41149832433126,Fail,0.0186075676310149,Road,Route C,606.9840092251688
haircare,SKU18500,20.06649002235188,23,809,3935.0007445730866,Male,45,22,36,6,Carrier C,5.284795551957302,Supplier 3,Kolkata,26,300,10,36.899875677049295,Fail,1.765816696675404,Air,Route A,642.8016605946117
skincare,SKU18501,48.811051365611824,61,559,4923.12694757089,Unknown,42,27,43,5,Carrier C,1.2215275014636617,Supplier 2,Mumbai,17,689,5,47.250362203381584,Fail,2.868538787191772,Road,Route A,951.4588882056064
skincare,SKU18502,81.33257387203923,1,581,4670.335000137364,Non-binary,71,11,39,5,Carrier C,3.1510899414006683,Supplier 3,Mumbai,23,248,8,81.62097890125068,Pass,3.167471258926474,Air,Route C,618.1176285831979
haircare,SKU18503,12.973542289195152,79,670,9866.465457979695,Non-binary,31,18,48,3,Carrier C,6.043255654283103,Supplier 1,Bangalore,15,496,21,83.81763110854887,Fail,2.872242478350954,Sea,Route A,103.91624796070496
haircare,SKU18504,35.84229045708174,73,8,5918.900771217527,Male,0,26,64,6,Carrier B,6.856551804870701,Supplier 1,Bangalore,30,790,5,61.79862629328962,Pending,2.9277283096186837,Rail,Route C,662.6110889715848
cosmetics,SKU18505,7.012921885924683,77,556,5037.932846348475,Female,46,3,47,1,Carrier C,6.14733185879344,Supplier 1,Mumbai,23,656,30,1.0850685695870688,Fail,1.1533337033140314,Sea,Route B,257.4049603183099
skincare,SKU18506,65.20566186788393,33,236,9544.417275862646,Non-binary,32,19,59,4,Carrier A,7.313695801607839,Supplier 2,Delhi,30,881,20,70.23605991022303,Pending,3.761956717406556,Sea,Route A,997.4134501331946
skincare,SKU18507,90.49894758669234,31,968,2725.3369071780426,Female,41,17,69,7,Carrier C,6.6963607588098855,Supplier 2,Kolkata,18,208,9,38.386978059569685,Fail,4.076396324095537,Rail,Route B,630.4939958774631
skincare,SKU18508,71.47995994446825,42,169,7518.91070573152,Male,10,5,75,4,Carrier A,3.289603396904775,Supplier 3,Mumbai,20,783,19,86.02124032898351,Pending,2.664817734031207,Rail,Route B,907.3755416876397
cosmetics,SKU18509,76.59803143112285,51,996,9069.702283551716,Non-binary,56,6,74,1,Carrier B,5.207574327731324,Supplier 1,Kolkata,25,104,30,70.47146857984495,Pending,0.3156052923109145,Road,Route A,183.73498040152055
skincare,SKU18510,43.108547432778664,26,8,1815.6675210926646,Male,43,21,20,5,Carrier C,4.9495311877968176,Supplier 3,Kolkata,20,665,17,37.11372258706086,Pending,2.460225202258264,Rail,Route A,676.5096791324119
skincare,SKU18511,1.6999760138659377,37,662,5116.190845958093,Male,38,1,58,5,Carrier C,7.163541229212842,Supplier 1,Delhi,13,721,21,57.311861201379536,Fail,0.0186075676310149,Rail,Route A,706.3800886083537
haircare,SKU18512,1.6999760138659377,70,266,3410.398078838753,Male,16,26,9,4,Carrier B,4.4666544119248845,Supplier 5,Mumbai,8,518,22,83.35681582756504,Fail,4.939255288620948,Road,Route C,361.8639184330317
skincare,SKU18513,47.58521152431279,51,223,5070.140945084475,Non-binary,83,19,69,6,Carrier A,6.2951832746931435,Supplier 3,Bangalore,13,769,18,83.61075744032283,Pending,3.7450178258833136,Rail,Route A,608.221310475799
skincare,SKU18514,55.49770190555384,44,770,7482.197487389024,Male,31,18,36,4,Carrier C,1.5496589572836728,Supplier 1,Kolkata,19,461,12,24.138324668445563,Fail,1.7289381951288827,Air,Route B,745.4628819539508
haircare,SKU18515,7.660320731472893,18,433,5776.432740869277,Male,25,29,72,6,Carrier B,1.0134865660958965,Supplier 4,Bangalore,15,632,14,75.88368227994211,Pending,2.1254808202432747,Sea,Route A,569.0338519944049
skincare,SKU18516,99.1713286386242,1,234,3165.8387694182493,Male,21,3,31,3,Carrier C,6.555895806099031,Supplier 1,Kolkata,27,815,13,41.574226088671466,Pending,3.674864392184663,Rail,Route A,773.9521801707352
cosmetics,SKU18517,47.57015479129221,61,748,9866.465457979695,Non-binary,37,20,66,5,Carrier C,3.7979741198285737,Supplier 4,Bangalore,17,439,12,68.91926590485912,Pass,0.975736081491581,Road,Route B,997.4134501331946
skincare,SKU18518,74.83785301803195,62,79,8135.610464218066,Non-binary,72,27,45,6,Carrier A,5.467211791001977,Supplier 5,Kolkata,12,581,20,26.687558298540345,Pending,4.177022809134802,Road,Route A,496.21689972523586
haircare,SKU18519,56.40618569112116,46,8,6272.815639096989,Male,45,14,59,2,Carrier B,8.804912443704032,Supplier 1,Bangalore,29,985,14,79.78015502225321,Pass,3.487386990473871,Sea,Route B,369.9388555248623
haircare,SKU18520,80.77884485850443,23,656,6073.2728778834135,Unknown,97,13,12,6,Carrier C,9.92981624527726,Supplier 1,Kolkata,13,302,25,87.72334449683495,Pending,0.7042829349061264,Road,Route A,828.7394409430353
haircare,SKU18521,50.84956496909525,1,310,6352.204116052902,Non-binary,16,7,76,6,Carrier C,9.492781911609072,Supplier 1,Chennai,30,275,14,83.17482581107184,Pass,0.036826041426991196,Air,Route B,748.6259849570065
skincare,SKU18522,63.85025237581162,46,8,6526.321677468298,Unknown,49,24,33,5,Carrier C,8.315277812048345,Supplier 5,Kolkata,8,226,26,46.088004809610226,Pass,4.474639390353755,Rail,Route A,352.2603956795322
cosmetics,SKU18523,14.54299431924509,34,576,3266.451003711481,Unknown,87,20,96,3,Carrier C,6.202051400789676,Supplier 2,Mumbai,13,682,19,84.85457310905365,Fail,1.4378366511699936,Air,Route B,555.7074480933891
haircare,SKU18524,99.1713286386242,38,8,5081.223993553707,Non-binary,30,19,34,3,Carrier A,7.551603627261811,Supplier 1,Chennai,30,314,27,81.24956264733356,Pending,2.0439161591593535,Road,Route B,608.7560392314076
skincare,SKU18525,74.94326748962402,100,593,6772.529919398081,Female,21,16,29,10,Carrier B,7.909237849578529,Supplier 2,Chennai,14,351,16,56.66128335293102,Pending,1.2154551361091401,Road,Route A,607.2115812422144
haircare,SKU18526,73.43331043670936,1,340,4992.1164811587705,Female,40,8,50,7,Carrier B,7.2376739295169426,Supplier 2,Mumbai,5,762,24,39.96688415037186,Pending,0.0186075676310149,Air,Route B,508.3044002565445
haircare,SKU18527,74.98193175105163,100,171,7585.102657492884,Unknown,11,13,75,9,Carrier B,2.075597022583192,Supplier 3,Mumbai,14,606,1,83.89491914484057,Pass,2.9945829241185407,Road,Route A,852.6861386236092
haircare,SKU18528,31.762680252718038,35,763,4171.134797415868,Unknown,17,20,59,5,Carrier B,2.856719666107658,Supplier 3,Chennai,21,673,21,29.839001557785,Fail,1.0971806864168576,Rail,Route B,562.6456126641924
skincare,SKU18529,42.77040059545126,33,129,1061.618523013288,Female,60,16,67,5,Carrier A,3.270294619614868,Supplier 1,Bangalore,5,806,15,60.37745655766247,Fail,0.0186075676310149,Road,Route B,671.307837971983
skincare,SKU18530,77.96843154262557,18,8,8948.939805774802,Female,0,11,77,8,Carrier A,6.853741679796787,Supplier 5,Kolkata,27,745,15,69.61701082174405,Fail,4.269713955053645,Air,Route A,997.4134501331946
skincare,SKU18531,94.4884808782515,13,440,1830.9695958408588,Unknown,53,30,52,3,Carrier B,2.093477831742553,Supplier 5,Chennai,21,443,12,23.448101994277994,Fail,4.939255288620948,Air,Route A,847.5815703383643
cosmetics,SKU18532,49.81334670393014,7,299,3765.512292917372,Non-binary,51,25,65,6,Carrier A,8.147889604921618,Supplier 3,Bangalore,24,413,8,70.06035651965928,Pass,4.342081925826461,Air,Route A,573.4887333568664
skincare,SKU18533,74.74814237018765,93,993,3087.8555232016442,Unknown,80,10,92,4,Carrier C,9.92981624527726,Supplier 3,Mumbai,16,530,12,99.46610860359912,Fail,1.9529748943532552,Road,Route B,336.4866590687775
cosmetics,SKU18534,65.46550655234142,5,553,8085.765836270471,Unknown,10,12,54,9,Carrier B,6.6244648778855915,Supplier 2,Mumbai,10,193,19,46.70417449866535,Pending,1.573882934550452,Rail,Route C,363.93158295086914
cosmetics,SKU18535,6.035062993777423,51,720,8652.674680441287,Female,4,14,50,4,Carrier A,4.6245970226933375,Supplier 1,Kolkata,25,104,14,47.121042747415196,Pending,3.0620186193836245,Rail,Route B,745.8176279980617
skincare,SKU18536,75.93732776685623,26,668,5408.284474833979,Male,80,11,1,10,Carrier C,6.149783824377132,Supplier 2,Mumbai,21,254,21,1.0850685695870688,Fail,0.5458325296546351,Road,Route C,777.0334665986397
cosmetics,SKU18537,75.48738532009621,97,427,7062.700807770374,Non-binary,26,14,43,3,Carrier C,3.4928747600082155,Supplier 1,Mumbai,14,328,16,38.99163875223111,Pending,1.9717413127931214,Sea,Route B,288.45262819210006
cosmetics,SKU18538,37.32852454886807,5,55,4605.902523015711,Unknown,41,11,5,10,Carrier B,4.871427657387601,Supplier 3,Mumbai,10,624,28,85.5916129144978,Pending,0.2616690759701745,Sea,Route B,542.3060433694773
skincare,SKU18539,58.63490635353927,9,377,1061.618523013288,Non-binary,47,30,23,4,Carrier B,3.344651138589756,Supplier 2,Bangalore,28,104,20,70.04604365770855,Fail,2.9584490149861304,Air,Route A,330.9177353428346
skincare,SKU18540,63.312979807566435,43,818,2376.056044587814,Non-binary,7,23,16,7,Carrier B,7.063940197394929,Supplier 5,Mumbai,10,985,28,30.176686678502872,Pending,1.5156703128349105,Rail,Route C,707.8417414793302
skincare,SKU18541,99.1713286386242,100,8,7159.313135387638,Male,24,12,50,9,Carrier A,1.0134865660958965,Supplier 2,Chennai,30,613,1,67.01515169496332,Pass,2.573395682702083,Road,Route C,103.91624796070496
skincare,SKU18542,35.478195024560485,8,391,2045.1228498578112,Male,6,24,90,8,Carrier C,6.576637093988779,Supplier 2,Kolkata,26,891,14,32.56648045507653,Pending,0.7561875298812051,Road,Route A,195.3577587525511
cosmetics,SKU18543,1.6999760138659377,10,90,9687.85658790377,Male,37,19,52,3,Carrier A,9.153589120730043,Supplier 4,Bangalore,28,929,30,50.83150817693094,Fail,2.7200915718755163,Road,Route C,389.6617016484355
skincare,SKU18544,56.54540761281818,13,279,1346.0678236760787,Female,88,7,46,9,Carrier A,4.097857528790781,Supplier 2,Mumbai,10,186,5,28.177758776779523,Pending,3.853239996449756,Rail,Route B,552.9982136713993
cosmetics,SKU18545,57.296546992911175,48,551,7751.08963093196,Male,0,14,72,2,Carrier A,6.824064569908338,Supplier 4,Kolkata,29,205,12,1.0850685695870688,Pass,2.6999846565703196,Rail,Route A,997.4134501331946
skincare,SKU18546,30.124525490364068,100,489,3997.463856758026,Male,32,6,27,7,Carrier B,9.92981624527726,Supplier 1,Mumbai,28,468,13,99.46610860359912,Pass,4.939255288620948,Road,Route B,411.3641653888561
haircare,SKU18547,78.28329220335573,69,482,8011.977159389642,Male,65,17,23,4,Carrier C,8.984636552477674,Supplier 5,Chennai,21,246,11,81.628848826504,Fail,1.41960450263218,Rail,Route A,409.2701312785161
cosmetics,SKU18548,41.768425850023064,42,974,7097.462779140301,Male,8,16,79,2,Carrier B,7.669663921981369,Supplier 2,Bangalore,10,416,8,37.21337801203124,Fail,4.675283429172214,Air,Route A,904.0574881425409
skincare,SKU18549,99.1713286386242,29,67,6347.769825625268,Unknown,1,23,57,7,Carrier A,2.835161306928066,Supplier 5,Kolkata,23,985,14,73.7401957615639,Pending,1.7699738788776733,Sea,Route A,720.1592795114644
skincare,SKU18550,15.861948638921767,16,8,4116.371001881393,Unknown,0,10,12,6,Carrier C,5.891445602334564,Supplier 2,Chennai,26,764,15,42.32851404193988,Pass,2.84751300549326,Road,Route B,276.201685895432
skincare,SKU18551,35.96378732291141,88,287,7733.87677190355,Unknown,72,13,96,3,Carrier A,3.7259062013925517,Supplier 2,Chennai,10,418,6,70.76328786774526,Fail,3.192435924593843,Road,Route B,342.69025245864907
haircare,SKU18552,14.427207204904754,50,865,4900.047393775781,Male,36,8,51,6,Carrier B,2.453662931631224,Supplier 5,Mumbai,15,405,23,1.0850685695870688,Fail,4.399250493268594,Road,Route B,729.6944589109778
skincare,SKU18553,41.98377318692376,66,135,9866.465457979695,Male,28,16,15,7,Carrier B,6.647987573350887,Supplier 4,Kolkata,30,661,16,57.99203244240289,Pending,0.9096462701247412,Road,Route A,733.9901420944377
cosmetics,SKU18554,88.14217997836514,45,105,7591.109204868854,Non-binary,81,4,6,10,Carrier B,5.571316033648229,Supplier 1,Bangalore,2,423,26,34.610000993439186,Fail,4.939255288620948,Road,Route A,524.3349453077574
haircare,SKU18555,78.86023416482476,69,266,3494.6371000364065,Female,95,18,41,8,Carrier A,3.3679724772488777,Supplier 1,Kolkata,11,841,11,61.782448997362906,Pending,1.1148823511710764,Road,Route B,997.4134501331946
haircare,SKU18556,19.669316498999876,90,473,6363.28504379015,Male,28,20,55,1,Carrier C,7.008417513324392,Supplier 2,Bangalore,20,680,10,70.91327604462676,Fail,0.5198051419898089,Sea,Route B,345.1184085678734
cosmetics,SKU18557,42.797441157557294,95,447,8023.202440125775,Unknown,64,16,61,3,Carrier C,5.4201989646437045,Supplier 2,Mumbai,5,694,21,25.038197463335585,Pass,0.0186075676310149,Rail,Route C,810.8669019447943
skincare,SKU18558,59.42847111504995,48,766,9866.465457979695,Female,30,30,59,1,Carrier C,4.913219037932492,Supplier 4,Kolkata,6,892,12,30.183749784202366,Fail,2.9468937068473027,Road,Route B,639.4421953372614
haircare,SKU18559,40.34001166417707,47,308,4222.946034787329,Female,61,17,7,4,Carrier A,5.831563408021585,Supplier 5,Mumbai,26,504,10,64.47071176874802,Fail,1.4858727488826962,Sea,Route A,312.0046487219
skincare,SKU18560,23.542768061879123,100,254,3258.0573875735327,Unknown,50,16,42,6,Carrier B,8.876498768797001,Supplier 1,Delhi,13,985,20,78.3776345772088,Fail,2.782293804899168,Air,Route A,395.24037811591063
skincare,SKU18561,63.44030952533155,43,758,5386.757208188022,Male,89,6,54,4,Carrier B,5.167520162989981,Supplier 2,Bangalore,13,104,15,48.74376793825001,Fail,0.0186075676310149,Rail,Route B,210.42538429915817
haircare,SKU18562,71.21867473331832,40,88,6426.098579152414,Unknown,67,18,49,8,Carrier C,6.0121916333867,Supplier 2,Kolkata,20,985,30,24.720933452377125,Fail,1.4109532774802303,Rail,Route C,521.3728245121547
haircare,SKU18563,56.90378571913649,60,13,6110.564293430977,Unknown,99,19,39,5,Carrier A,9.037580656794912,Supplier 1,Mumbai,10,958,12,56.46663103317081,Fail,2.3910027563044487,Sea,Route B,507.65312049610293
haircare,SKU18564,4.953785154137698,49,673,7281.131168147929,Female,47,22,30,2,Carrier B,7.4999081903111575,Supplier 5,Delhi,5,474,22,69.11928942550945,Pass,0.8408191310624655,Road,Route B,481.45087157052575
haircare,SKU18565,50.01914323688967,46,345,5746.71548208136,Male,16,20,31,4,Carrier A,2.8342003171826917,Supplier 1,Kolkata,10,970,3,31.653053227170886,Pass,4.939255288620948,Air,Route A,731.0044610939133
skincare,SKU18566,46.13453183059915,1,699,8790.300448537244,Female,66,20,87,10,Carrier B,3.5047125108788957,Supplier 1,Bangalore,21,464,23,87.02756219770848,Pending,1.2908041699350608,Road,Route B,566.7919764506884
skincare,SKU18567,73.44732187816405,100,882,8573.662444654827,Unknown,7,6,47,10,Carrier B,5.6539067484165875,Supplier 1,Mumbai,14,201,1,28.022244287710198,Fail,1.406283786729507,Sea,Route B,498.4390819937054
cosmetics,SKU18568,83.0160286257883,15,111,6368.58814854596,Female,62,11,56,2,Carrier B,2.4574225066452517,Supplier 1,Delhi,11,580,23,42.469150752473745,Pending,4.044025026672937,Air,Route A,829.082703248169
haircare,SKU18569,43.10458752724102,100,479,1211.2290503721715,Female,93,30,55,9,Carrier C,3.722502982426393,Supplier 2,Bangalore,20,537,2,16.33217802969033,Fail,2.932852355177971,Road,Route A,611.7202874077874
cosmetics,SKU18570,52.68490390438138,16,660,1550.7018866307471,Non-binary,80,10,37,6,Carrier B,4.278440700585604,Supplier 4,Chennai,15,828,19,20.45846899442762,Fail,4.4179232692775905,Road,Route C,838.8318999516139
haircare,SKU18571,16.79620810557607,35,142,9866.465457979695,Male,25,20,26,7,Carrier C,3.457685359282655,Supplier 2,Chennai,19,985,22,63.93637481014197,Fail,3.7820700646436256,Rail,Route B,103.91624796070496
haircare,SKU18572,73.9674152343695,58,346,7640.7116081406975,Unknown,34,4,72,5,Carrier A,4.962960932501134,Supplier 1,Mumbai,10,833,20,27.84623204553527,Pass,1.715230088071023,Road,Route A,211.04112128349516
cosmetics,SKU18573,60.42537890622598,18,789,7006.009536173141,Non-binary,17,30,96,9,Carrier A,5.924024630491328,Supplier 4,Mumbai,5,359,16,68.16713466938705,Fail,0.0186075676310149,Road,Route B,468.98225685574255
cosmetics,SKU18574,15.556293221264234,91,726,9203.642814988449,Male,93,21,62,3,Carrier B,4.359604302937976,Supplier 4,Chennai,22,863,6,23.102367223068644,Pending,3.0123291120520697,Rail,Route A,682.9781175429604
haircare,SKU18575,15.674057417069996,85,996,9866.465457979695,Non-binary,22,23,13,10,Carrier B,4.386195317451094,Supplier 2,Delhi,8,695,29,49.51798122031798,Fail,2.966254143442957,Sea,Route B,958.7175777343064
haircare,SKU18576,47.21699181030322,53,73,8018.384377496379,Female,82,20,59,4,Carrier B,5.764818690486097,Supplier 5,Mumbai,24,985,16,19.949029974964144,Pending,1.2239113791236258,Road,Route B,568.4304336329682
cosmetics,SKU18577,73.56669803113445,48,65,1103.1811153452873,Male,5,13,96,7,Carrier C,2.7932550249772135,Supplier 5,Delhi,30,426,9,42.44093864657554,Fail,1.4416391131566577,Sea,Route C,380.2468983745306
haircare,SKU18578,39.25070446517369,21,391,1546.2624014214816,Male,52,25,70,5,Carrier C,8.307426757894081,Supplier 1,Delhi,17,756,26,1.0850685695870688,Pass,4.160143812818337,Air,Route A,780.0584342175528
cosmetics,SKU18579,59.059597541813176,58,139,7467.672365032274,Unknown,17,25,39,9,Carrier A,7.476925373909801,Supplier 4,Kolkata,29,774,23,53.84379535699112,Fail,0.6578192684455639,Rail,Route A,587.2478356346563
